Date,Open,High,Low,Close,Adj Close,Volume,IXIC 12 day SMA,IXIC 26 day SMA,IXIC 12 day EMA,IXIC 26 day EMA,IXIC MACD
9/23/99,2879.899902,2880.100098,2741.939941,2749.830078,2749.830078,1170630000,2838.885844,2785.485793,2820.453919,2778.029664,42.4242545
9/24/99,2728.22998,2746.780029,2684.699951,2740.409912,2740.409912,1152000000,2833.191671,2788.66579,2808.139456,2775.243016,32.89644022
9/27/99,2781.419922,2794.159912,2758.959961,2761.75,2761.75,942310000,2825.669169,2794.062716,2801.002617,2774.243533,26.75908346
9/28/99,2752.23999,2763.75,2694.73999,2756.25,2756.25,1103400000,2814.768331,2798.213482,2794.117599,2772.910679,21.2069198
9/29/99,2756.25,2772.429932,2728.899902,2730.27002,2730.27002,1121110000,2805.226664,2798.625019,2784.294894,2769.752112,14.54278269
9/30/99,2744.350098,2765.409912,2717.889893,2746.159912,2746.159912,1210570000,2795.049154,2798.386165,2778.427974,2768.004541,10.42343266
10/1/99,2729.040039,2739.77002,2698.01001,2736.850098,2736.850098,973610000,2788.605835,2795.741934,2772.031378,2765.696805,6.334572888
10/4/99,2751.540039,2795.98999,2747.689941,2795.969971,2795.969971,914660000,2787.710002,2796.563082,2775.714238,2767.939262,7.774976635
10/5/99,2795.969971,2833.959961,2765.370117,2799.669922,2799.669922,1193260000,2781.880819,2798.13116,2779.399728,2770.289681,9.110047152
10/6/99,2822.600098,2857.429932,2822.600098,2857.209961,2857.209961,1170050000,2779.469157,2803.689622,2791.370533,2776.72822,14.64231295
10/7/99,2874.75,2886.199951,2847.179932,2860.699951,2860.699951,1216890000,2782.769145,2808.356924,2802.036597,2782.948348,19.08824903
10/8/99,2861.719971,2886.590088,2825.860107,2886.570068,2886.570068,1035030000,2785.136658,2813.578848,2815.041747,2790.624031,24.41771541
10/11/99,2890.72998,2920.72998,2890.540039,2915.949951,2915.949951,873260000,2798.979981,2820.567693,2830.566086,2799.907433,30.65865307
10/12/99,2921.409912,2923.320068,2869.439941,2872.429932,2872.429932,1004090000,2809.981649,2821.695378,2837.006678,2805.27947,31.72720781
10/13/99,2834.939941,2864.219971,2787.860107,2801.27002,2801.27002,1004720000,2813.274984,2820.311148,2831.50873,2804.982473,26.52625677
10/14/99,2816.02002,2821.689941,2766.459961,2806.840088,2806.840088,1015490000,2817.490825,2820.238075,2827.713555,2805.120075,22.59347996
10/15/99,2748.100098,2763.040039,2704.280029,2731.830078,2731.830078,1074740000,2817.620829,2815.615385,2812.96225,2799.691186,13.27106451
10/18/99,2726.300049,2730.48999,2632.01001,2689.149902,2689.149902,997350000,2812.869995,2808.003456,2793.914197,2791.502943,2.411254162
10/19/99,2725.570068,2729.300049,2674.899902,2688.179932,2688.179932,1093110000,2808.814148,2801.98076,2777.647387,2783.849386,-6.201999467
10/20/99,2745.620117,2788.129883,2728,2788.129883,2788.129883,1053700000,2808.160807,2798.897677,2779.260079,2784.16646,-4.906381581
10/21/99,2727.73999,2805.070068,2724.73999,2801.949951,2801.949951,1123220000,2808.35081,2798.427678,2782.750828,2785.483756,-2.732927595
10/22/99,2827.22998,2843.600098,2807.540039,2816.52002,2816.52002,1175300000,2804.959981,2798.804603,2787.946088,2787.782738,0.163350149
10/25/99,2813.290039,2832.659912,2793.540039,2815.949951,2815.949951,933190000,2801.230815,2796.740366,2792.254375,2789.869199,2.385176495
10/26/99,2851.98999,2859.919922,2811.199951,2811.469971,2811.469971,1067420000,2794.972473,2793.868061,2795.210621,2791.469256,3.741364811
10/27/99,2811.939941,2812.5,2768.870117,2802.52002,2802.52002,1075340000,2785.519979,2793.153442,2796.335144,2792.287831,4.047312674
10/28/99,2832.810059,2875.47998,2830.080078,2875.219971,2875.219971,1249160000,2785.752482,2793.809599,2808.471271,2798.430952,10.04031848
10/29/99,2919.370117,2978.629883,2919.370117,2966.429932,2966.429932,1441380000,2799.515808,2802.140362,2832.772603,2810.875321,21.89728211
11/1/99,2970.929932,2997.899902,2967.629883,2967.649902,2967.649902,1076080000,2812.916626,2810.880362,2853.522957,2822.488253,31.03470384
11/2/99,2984.429932,3014.840088,2971.679932,2981.629883,2981.629883,1248540000,2833.733277,2819.33728,2873.231715,2834.276522,38.95519281
11/3/99,3021.530029,3040.939941,3011.939941,3028.51001,3028.51001,1339050000,2862.013286,2829.808819,2897.120683,2848.664188,48.45649552
11/4/99,3067.080078,3077.409912,3030.310059,3055.949951,3055.949951,1364610000,2892.660787,2842.33497,2921.555955,2864.018689,57.5372665
11/5/99,3100.129883,3118.060059,3081.459961,3102.290039,3102.290039,1346320000,2918.8408,2856.032283,2949.361199,2881.668418,67.6927805
11/8/99,3072.040039,3148.199951,3068.860107,3143.969971,3143.969971,1300800000,2947.342468,2871.69074,2979.30101,2901.098163,78.20284696
11/9/99,3172.98999,3174.810059,3099.219971,3125.040039,3125.040039,1470420000,2973.05247,2884.347281,3001.722399,2917.68645,84.03594893
11/10/99,3126.090088,3186.570068,3122.040039,3155.959961,3155.959961,1433250000,3001.386638,2898.050744,3025.451255,2935.33634,90.11491491
11/11/99,3186.409912,3201.379883,3169.040039,3197.290039,3197.290039,1382840000,3033.53831,2911.130747,3051.887991,2954.740318,97.14767324
11/12/99,3220.97998,3222.98999,3124.77002,3221.149902,3221.149902,1409070000,3068.424133,2924.994206,3077.928285,2974.474361,103.453924
11/15/99,3230.26001,3236.350098,3214.580078,3219.540039,3219.540039,1283340000,3097.117472,2937.800744,3099.714709,2992.627374,107.0873345
11/16/99,3242.919922,3295.52002,3235.199951,3295.52002,3295.52002,1486980000,3124.541646,2952.399593,3129.838603,3015.063866,114.7747363
11/17/99,3308.879883,3324.23999,3268.850098,3269.389893,3269.389893,1652650000,3149.686646,2967.667283,3151.308032,3033.902831,117.4052006
11/18/99,3301.48999,3347.110107,3288.679932,3347.110107,3347.110107,1592920000,3180.143331,2988.661133,3181.431428,3057.10337,124.3280579
11/19/99,3351.75,3373,3335.629883,3369.25,3369.25,1422350000,3208.53833,3010.292283,3210.326593,3080.225343,130.1012502
11/22/99,3399.060059,3400.22998,3357.679932,3392.560059,3392.560059,1374760000,3236.589172,3035.704975,3238.362511,3103.361248,135.0012631
11/23/99,3408.679932,3411.22998,3320.669922,3342.870117,3342.870117,1456310000,3256.637512,3060.84806,3254.440604,3121.102645,133.3379587
11/24/99,3351.659912,3420.5,3328.030029,3420.5,3420.5,1290550000,3279.681681,3089.014217,3279.988203,3143.280227,136.7079762
11/26/99,3455.139893,3469.350098,3444.129883,3447.810059,3447.810059,730780000,3306.579183,3114.386531,3305.80695,3165.837993,139.9689579
11/29/99,3458.129883,3468.320068,3421.360107,3421.370117,3421.370117,1543750000,3328.696696,3138.210384,3323.585899,3184.766298,138.8196011
11/30/99,3424.610107,3424.610107,3326.530029,3336.159912,3336.159912,1548680000,3340.269185,3158.196533,3325.520363,3195.98064,129.5397228
12/1/99,3341.100098,3375.800049,3321.570068,3353.709961,3353.709961,1434310000,3351.315857,3178.879611,3329.857224,3207.664293,122.1929307
12/2/99,3371.850098,3452.780029,3371.850098,3452.780029,3452.780029,1458170000,3370.752523,3203.545382,3348.768425,3225.821014,122.9474103
12/3/99,3507.300049,3553.560059,3507.300049,3520.629883,3520.629883,1539060000,3389.511678,3231.164992,3375.208649,3247.658708,127.5499407
12/6/99,3531.23999,3570.909912,3507.719971,3546.01001,3546.01001,1373230000,3412.563355,3256.964609,3401.485782,3269.758805,131.7269767
12/7/99,3573.300049,3589.060059,3532.409912,3586.919922,3586.919922,1564600000,3432.547506,3280.829609,3430.014111,3293.252221,136.7618899
12/8/99,3588.820068,3625.469971,3579.51001,3586.080078,3586.080078,1676620000,3450.616679,3304.615385,3454.02426,3314.943173,139.0810863
12/9/99,3643.570068,3647.550049,3514.909912,3594.169922,3594.169922,1787570000,3467.417501,3328.174617,3475.585131,3335.626636,139.9584946
12/10/99,3633.550049,3636.649902,3560.909912,3620.23999,3620.23999,1594040000,3490.531657,3350.933462,3497.839724,3356.709107,141.1306177
12/13/99,3624.669922,3668.159912,3597.97998,3658.169922,3658.169922,1582860000,3510.337484,3374.095769,3522.505909,3379.039538,143.4663712
12/14/99,3669.209961,3669.850098,3571.26001,3571.659912,3571.659912,1596410000,3520.658305,3392.148456,3530.068063,3393.307713,136.7603496
12/15/99,3546.72998,3621.97998,3503.699951,3621.949951,3621.949951,1648290000,3537.373291,3410.532302,3544.203738,3410.244175,133.9595627
12/16/99,3669.22998,3715.25,3666.22998,3715.060059,3715.060059,1430310000,3568.948303,3433.225379,3570.489326,3432.82313,137.6661961
12/17/99,3792.22998,3796.800049,3742.679932,3753.060059,3753.060059,1572710000,3602.227478,3456.190768,3598.577131,3456.544384,142.0327472
12/20/99,3782.060059,3801.929932,3747.790039,3783.870117,3783.870117,1324450000,3629.818319,3478.75154,3627.083744,3480.790734,146.2930098
12/21/99,3798.25,3911.169922,3785.780029,3911.149902,3911.149902,1486980000,3662.361654,3505.290002,3670.78623,3512.669191,158.1170388
12/22/99,3935.48999,3948.47998,3878.060059,3937.300049,3937.300049,1473570000,3694.969157,3532.896156,3711.788356,3544.123329,167.6650272
12/23/99,3966.459961,4001.629883,3958.169922,3969.439941,3969.439941,1272680000,3726.845825,3558.816153,3751.427061,3575.628263,175.7987983
12/27/99,4001.899902,4001.899902,3902.350098,3975.379883,3975.379883,1154650000,3759.287476,3585.969614,3785.881342,3605.239494,180.6418474
12/28/99,3977.879883,4022.51001,3943.040039,3972.110107,3972.110107,1237130000,3790.782491,3610.008075,3814.531921,3632.415095,182.1168258
12/29/99,3990.540039,4041.540039,3987.879883,4041.459961,4041.459961,1158430000,3825.884155,3635.862305,3849.443927,3662.714715,186.7292122
12/30/99,4079.030029,4090.610107,4026.189941,4036.870117,4036.870117,1107160000,3857.442505,3660.643461,3878.278726,3690.42993,187.8487957
12/31/99,4056.98999,4082.370117,4032.330078,4069.310059,4069.310059,762980000,3898.91335,3688.583459,3907.668161,3718.495125,189.1730369
1/3/00,4186.189941,4192.189941,3989.709961,4131.149902,4131.149902,1510070000,3941.34668,3715.916147,3942.049968,3749.062145,192.9878226
1/4/00,4020,4073.25,3898.22998,3901.689941,3901.689941,1511840000,3956.89917,3733.373066,3935.840733,3760.367908,175.472825
1/5/00,3854.350098,3924.209961,3734.870117,3877.540039,3877.540039,1735670000,3967.272502,3750.918063,3926.871395,3769.047325,157.8240704
1/6/00,3834.439941,3868.76001,3715.620117,3727.129883,3727.129883,1598320000,3962.544149,3765.955369,3896.141932,3765.942329,130.1996027
1/7/00,3711.090088,3882.669922,3711.090088,3882.620117,3882.620117,1634930000,3960.166667,3786.298068,3894.061653,3774.585128,119.4765244
1/10/00,4002.22998,4072.360107,3958.830078,4049.669922,4049.669922,1691710000,3969.530823,3809.255371,3918.001386,3794.96178,123.0396067
1/11/00,4031.379883,4066.659912,3904.820068,3921.189941,3921.189941,1694460000,3965.509989,3824.661527,3918.491933,3804.312014,114.1799194
1/12/00,3950.949951,3950.97998,3834.530029,3850.02002,3850.02002,1525900000,3955.063334,3836.35422,3907.957793,3807.697792,100.2600007
1/13/00,3915.139893,3957.469971,3858.219971,3957.209961,3957.209961,1476970000,3953.821655,3850.596144,3915.535049,3818.772768,96.76228184
1/14/00,4045.719971,4091.949951,4045.719971,4064.27002,4064.27002,1656630000,3955.722494,3868.988065,3938.417353,3836.957749,101.4596033
1/18/00,4059.649902,4148,4053.209961,4130.810059,4130.810059,1585230000,3963.550822,3889.628071,3968.01623,3858.724587,109.2916435
1/19/00,4116.27002,4164.649902,4084.72998,4151.290039,4151.290039,1652210000,3970.382487,3910.053072,3996.212201,3880.396102,115.8160991
1/20/00,4205.060059,4227.350098,4143.609863,4189.509766,4189.509766,1851300000,3975.245809,3930.48922,4025.950288,3903.29341,122.6568775
1/21/00,4236.649902,4238,4168.299805,4235.399902,4235.399902,1923680000,4003.054972,3956.017681,4058.173305,3927.893891,130.2794142
1/24/00,4290.379883,4303.149902,4095.310059,4096.080078,4096.080078,1989050000,4021.266642,3974.253456,4064.005117,3940.352127,123.6529893
1/25/00,4124.75,4167.629883,4028.51001,4167.410156,4167.410156,1743630000,4057.956665,3991.651536,4079.913584,3957.171241,122.7423437
1/26/00,4174.720215,4174.720215,4069.909912,4069.909912,4069.909912,1717000000,4073.564148,4003.838069,4078.374558,3965.522253,112.8523045
1/27/00,4120.5,4140.089844,3973.590088,4039.560059,4039.560059,1798460000,4072.721659,4013.672298,4072.403096,3971.006535,101.3965612
1/28/00,4010.139893,4048.310059,3856.22998,3887.070068,3887.070068,1616370000,4069.878337,4012.74615,4043.890323,3964.789019,79.10130372
1/31/00,3873.840088,3940.459961,3748.030029,3940.350098,3940.350098,1507630000,4077.405843,4012.86346,4027.961057,3962.978729,64.98232882
2/1/00,3961.070068,4053.159912,3911.840088,4051.97998,4051.97998,1398240000,4085.303345,4016.038077,4031.656276,3969.571414,62.08486239
2/2/00,4059.030029,4125.75,4051.439941,4073.959961,4073.959961,1527880000,4086.11084,4019.829618,4038.164535,3977.303899,60.8606366
2/3/00,4134.649902,4211.060059,4085.530029,4210.97998,4210.97998,1722330000,4092.791667,4029.016921,4064.751527,3994.613238,70.13828872
2/4/00,4242.149902,4294.839844,4229.200195,4244.140137,4244.140137,1751450000,4100.529175,4036.812312,4092.349775,4013.096712,79.25306244
2/7/00,4274.029785,4321.959961,4244.740234,4321.77002,4321.77002,1625540000,4111.550863,4047.770001,4127.645197,4035.961402,91.68379534
2/8/00,4370.009766,4428.47998,4370.009766,4427.5,4427.5,1971180000,4127.559204,4061.546537,4173.776705,4064.964261,108.8124444
2/9/00,4460.180176,4460.759766,4362.740234,4363.240234,4363.240234,1775590000,4149.82255,4070.473088,4202.92494,4087.058777,115.866163
2/10/00,4390.160156,4485.669922,4357.689941,4485.629883,4485.629883,1813590000,4176.340861,4092.932317,4246.418008,4116.582563,129.8354455
2/11/00,4489.330078,4489.790039,4360.540039,4395.450195,4395.450195,1738590000,4203.469218,4112.851938,4269.346037,4137.239425,132.1066126
2/14/00,4434.379883,4435.959961,4355.540039,4418.549805,4418.549805,1600850000,4235.051697,4139.445012,4292.300463,4158.077231,134.2232324
2/15/00,4415.52002,4440.620117,4291.100098,4420.77002,4420.77002,1708930000,4279.526693,4160.143085,4312.06501,4177.535956,134.5290545
2/16/00,4427.189941,4477.640137,4413.660156,4427.649902,4427.649902,1782130000,4320.13501,4174.680777,4329.847301,4196.062915,133.7843866
2/17/00,4483.009766,4553.140137,4444.75,4548.919922,4548.919922,2008440000,4361.546672,4198.824238,4363.550781,4222.200471,141.3503106
2/18/00,4563.720215,4564.450195,4404.609863,4411.740234,4411.740234,1898410000,4389.695028,4220.428861,4370.964543,4236.240453,134.7240901
2/22/00,4432.830078,4443.939941,4291.009766,4382.120117,4382.120117,1772290000,4403.956706,4236.77156,4372.680785,4247.046354,125.6344312
2/23/00,4406.879883,4567.970215,4401.379883,4550.330078,4550.330078,1892800000,4429.472534,4255.466177,4400.011446,4269.511815,130.4996306
2/24/00,4583.890137,4620.029785,4495.200195,4617.649902,4617.649902,1944050000,4454.129191,4274.190786,4433.494285,4295.299822,138.1944635
2/25/00,4618.830078,4662.930176,4576.189941,4590.5,4590.5,1825500000,4467.712524,4291.083477,4457.649011,4317.166502,140.482509
2/28/00,4575.069824,4626.720215,4466.419922,4577.850098,4577.850098,1798070000,4485.59668,4306.019644,4476.141486,4336.476398,139.665088
2/29/00,4646.640137,4698.459961,4637.169922,4696.689941,4696.689941,2088840000,4503.185018,4323.761568,4510.072017,4363.158882,146.9131349
3/1/00,4732.819824,4796.899902,4732.819824,4784.080078,4784.080078,2232340000,4535.570841,4350.223107,4552.227103,4394.33823,157.8888733
3/2/00,4816.810059,4829.009766,4705.450195,4754.509766,4754.509766,2137080000,4563.567505,4372.803861,4583.347513,4421.017603,162.3299099
3/3/00,4846.009766,4914.790039,4813.819824,4914.790039,4914.790039,2136530000,4604.73584,4405.299251,4634.338671,4457.593339,176.7453318
3/6/00,4935.649902,4980.149902,4887.879883,4904.850098,4904.850098,2015580000,4644.502523,4438.579637,4675.955814,4490.723469,185.2323441
3/7/00,4991.970215,5006.779785,4829.879883,4847.839844,4847.839844,2156410000,4669.412516,4475.53232,4702.399511,4517.176534,185.2229763
3/8/00,4920.859863,4923.140137,4722.140137,4897.259766,4897.259766,2020130000,4709.872477,4512.336538,4732.378011,4545.330848,187.0471637
3/9/00,4913.080078,5047.959961,4857.569824,5046.859863,5046.859863,2006810000,4765.267456,4550.601149,4780.759835,4582.481145,198.2786896
3/10/00,5060.339844,5132.52002,5039.350098,5048.620117,5048.620117,1992170000,4806.791626,4588.088078,4821.969109,4617.009958,204.9591511
3/13/00,4879.029785,5027.72998,4839.259766,4907.240234,4907.240234,1736270000,4830.924154,4614.867319,4835.087744,4638.508497,196.5792467
3/14/00,4997.310059,5013.490234,4706.609863,4706.629883,4706.629883,1977820000,4840.601644,4632.655386,4815.324996,4643.554525,171.7704703
3/15/00,4758.439941,4758.439941,4553.919922,4582.620117,4582.620117,1937800000,4840.999146,4642.688082,4779.524245,4639.040866,140.4833796
3/16/00,4658.439941,4717.759766,4455.100098,4717.390137,4717.390137,2041510000,4842.724162,4653.837703,4769.965152,4644.844515,125.1206363
3/17/00,4702.029785,4805.939941,4702.029785,4798.129883,4798.129883,1691530000,4843.894979,4670.564228,4774.298187,4656.198987,118.0992003
3/20/00,4812.140137,4822.700195,4610,4610,4610,1539860000,4831.852498,4675.347694,4749.021543,4652.77684,96.24470325
3/21/00,4589.52002,4712.240234,4467.529785,4711.680176,4711.680176,1753310000,4814.926677,4687.510385,4743.276717,4657.14005,86.13666746
3/22/00,4750.540039,4900.419922,4736.899902,4864.75,4864.75,1769510000,4811.585002,4704.671931,4761.964915,4672.518565,89.44634997
3/23/00,4874.169922,4975.660156,4865.100098,4940.609863,4940.609863,1714160000,4819.315837,4724.665771,4789.448753,4692.377179,97.07157349
3/24/00,4986.540039,5078.859863,4902.830078,4963.029785,4963.029785,1688970000,4824.796672,4745.257305,4816.153527,4712.425521,103.7280065
3/27/00,4994.419922,5022.22998,4946.609863,4958.560059,4958.560059,1380380000,4817.438355,4761.012695,4838.062224,4730.657709,107.4045157
3/28/00,4939.049805,4952.930176,4833.890137,4833.890137,4833.890137,1490090000,4799.54419,4777.24923,4837.420365,4738.304555,99.11580956
3/29/00,4860.02002,4860.02002,4641.009766,4644.669922,4644.669922,1738270000,4777.66333,4787.347299,4807.76645,4731.368656,76.39779405
3/30/00,4540.439941,4683.879883,4355.689941,4457.890137,4457.890137,1925860000,4756.935018,4783.791917,4753.939325,4711.110988,42.82833701
3/31/00,4550.209961,4606.47998,4381.379883,4572.830078,4572.830078,2118100000,4756.119181,4782.068078,4726.076364,4700.867958,25.20840628
4/3/00,4494.890137,4572.839844,4193.100098,4223.680176,4223.680176,1739920000,4714.976685,4767.959623,4648.784643,4665.520715,-16.73607187
4/4/00,4283.450195,4283.450195,3649.110107,4148.890137,4148.890137,2889100000,4660.873373,4751.461163,4571.877796,4627.251783,-55.37398725
4/5/00,4025.899902,4286.879883,4009.090088,4169.220215,4169.220215,1947700000,4624.141724,4731.173866,4509.930476,4593.323519,-83.39304307
4/6/00,4266.799805,4324.089844,4196.509766,4267.560059,4267.560059,1746450000,4587.131714,4711.307711,4472.642719,4569.192892,-96.55017284
4/7/00,4354.129883,4446.450195,4323.180176,4446.450195,4446.450195,1563430000,4552.273397,4699.459266,4468.6131,4560.10084,-91.48774032
4/10/00,4475.200195,4475.200195,4188.169922,4188.200195,4188.200195,1446140000,4489.572591,4671.513503,4425.472653,4532.552645,-107.0799913
4/11/00,4094.610107,4182.959961,4009.52002,4055.899902,4055.899902,1679390000,4413.978434,4638.861572,4368.615307,4497.245034,-128.6297271
4/12/00,4050.320068,4077.919922,3769.169922,3769.629883,3769.629883,1921090000,4314.90092,4597.391958,4276.463703,4443.347615,-166.8839122
4/13/00,3839.560059,3914.679932,3676.669922,3676.780029,3676.780029,1951500000,4218.475077,4550.45043,4184.204676,4386.564831,-202.3601548
4/14/00,3597.439941,3615.639893,3265.97998,3321.290039,3321.290039,2555780000,4108.19342,4484.08236,4051.448578,4307.655587,-256.207009
4/17/00,3232.939941,3539.77002,3227.040039,3539.159912,3539.159912,2482830000,4031.632568,4426.026198,3972.634937,4250.729982,-278.0950444
4/18/00,3596.149902,3794.969971,3563.830078,3793.570068,3793.570068,2152720000,3966.694234,4383.19273,3945.086496,4216.866284,-271.7797885
4/19/00,3832.649902,3851.560059,3698.330078,3706.409912,3706.409912,1760270000,3923.588379,4344.722731,3908.367021,4179.054701,-270.6876798
4/20/00,3735.080078,3751.330078,3599.679932,3643.879883,3643.879883,1422730000,3881.504191,4308.617338,3867.676692,4139.412122,-271.7354297
4/24/00,3466.689941,3496.820068,3345.25,3482.47998,3482.47998,1540710000,3824.275838,4261.120793,3808.41566,4090.750482,-282.3348222
4/25/00,3592.72998,3711.570068,3583.919922,3711.22998,3711.22998,1622910000,3777.914998,4219.316951,3793.464017,4062.637852,-269.1738355
4/26/00,3728.98999,3777.080078,3629.360107,3630.090088,3630.090088,1592830000,3709.884989,4181.628108,3768.329566,4030.597277,-262.2677109
4/27/00,3519.129883,3774.110107,3513.76001,3774.030029,3774.030029,1548760000,3675.370809,4145.564641,3769.20656,4011.592296,-242.3857353
4/28/00,3830.610107,3873.850098,3810.060059,3860.659912,3860.659912,1583710000,3659.10081,4106.945791,3783.276307,4000.412119,-217.1358123
5/1/00,3930.179932,3982.379883,3899.709961,3958.080078,3958.080078,1500610000,3674.804993,4069.156184,3810.169195,3997.276412,-187.1072177
5/2/00,3927.919922,3948.629883,3784.540039,3785.449951,3785.449951,1438040000,3683.860819,4023.864652,3806.366234,3981.585563,-175.2193293
