Date,SP5 High,SP5 Low,SP5 Close,SP5 12 day SMA,SP5 26 day SMA,SP5 12 day EMA,SP5 26 day EMA,SP5 MACD
2/23/87,285.5,279.369995,282.380005,280.9691722,276.4346173,281.0503185,275.2228166,5.827501911
2/24/87,283.329987,281.450012,282.880005,281.1125056,277.073079,281.3318087,275.7900157,5.541793003
2/25/87,285.350006,282.140015,284,281.4425048,277.6369253,281.7422997,276.3981627,5.344136986
2/26/87,284.399994,280.730011,282.959991,281.8425038,278.1723093,281.9296368,276.884224,5.045412756
2/27/87,284.549988,282.769989,284.200012,282.6033375,278.8015407,282.2789253,277.4261343,4.852791029
3/2/87,284.829987,282.299988,283,283.0583368,279.1511559,282.3898599,277.8390132,4.550846656
3/3/87,284.190002,282.920013,284.119995,283.7666701,279.6903862,282.6560345,278.3042711,4.351763381
3/4/87,288.619995,284.119995,288.619995,284.510002,280.4215405,283.5735669,279.0683988,4.505168071
3/5/87,291.23999,288.600006,290.519989,284.9291686,281.06654,284.6422472,279.9166648,4.725582456
3/6/87,290.670013,288.769989,290.660004,285.3658345,281.6534635,285.5680559,280.7124677,4.855588286
3/9/87,290.660004,287.119995,288.299988,285.5933329,282.1942327,285.9883532,281.2745062,4.713846981
3/10/87,290.869995,287.890015,290.859985,286.0416641,282.8396172,286.737835,281.9845417,4.753293332
3/11/87,292.51001,289.329987,290.309998,286.7024968,283.3726936,287.2873985,282.6012421,4.686156402
3/12/87,291.910004,289.660004,291.220001,287.3974965,283.9584632,287.8924143,283.2396687,4.652745582
3/13/87,291.790009,289.880005,289.890015,287.8883311,284.352694,288.1997375,283.732287,4.467450523
3/16/87,289.890015,286.640015,288.230011,288.3274994,284.6246173,288.204395,284.0654517,4.138943243
3/17/87,292.470001,287.959991,292.470001,289.0166652,285.102694,288.860642,284.6880109,4.172631121
3/18/87,294.579987,290.869995,292.779999,289.8316651,285.6650015,289.46362,285.2874174,4.17620259
3/19/87,294.459991,292.26001,294.079987,290.6616644,286.3961545,290.1738303,285.9387189,4.235111444
3/20/87,298.170013,294.079987,298.170013,291.4574993,287.1896162,291.4040123,286.8447407,4.559271607
3/23/87,301.170013,297.5,301.160004,292.3441672,288.1719243,292.9049341,287.9051306,4.999803534
3/24/87,301.920013,300.140015,301.640015,293.2591681,289.0157705,294.2487927,288.9225294,5.326263288
3/25/87,301.850006,299.359985,300.380005,294.2658362,289.5884634,295.1920561,289.7712313,5.420824825
3/26/87,302.720001,300.380005,300.929993,295.1050035,290.1850011,296.0748156,290.5978062,5.477009403
3/27/87,301.410004,296.059998,296.130005,295.5900041,290.5911549,296.0833063,291.0075987,5.075707573
3/30/87,296.130005,286.690002,289.200012,295.4216717,290.7342318,295.024338,290.8737034,4.150634532
3/31/87,291.869995,289.070007,291.700012,295.5725048,291.0926937,294.5129032,290.9349115,3.577991727
